eva_id,t_min,hr_bpm,resp_rpm,core_temp_c,spo2_pct,ext_temp_c,helmet_co2_ppm,suit_press_kpa,critical_pct,fault
EVA-0171,105,111,20,36.1,98,-75.2,687,29.6,23.6,heater_failure
EVA-0171,110,115,18,36.1,98,-75.0,752,29.7,23.2,heater_failure
EVA-0171,115,107,18,36.1,98,-73.9,754,29.6,22.2,heater_failure
EVA-0171,120,111,19,36.0,98,-73.6,826,29.6,24.8,heater_failure
EVA-0171,125,112,18,35.8,98,-74.6,818,29.6,26.5,heater_failure
EVA-0171,130,109,18,35.7,98,-75.0,806,29.6,27.9,heater_failure
EVA-0171,135,112,17,35.7,98,-74.4,818,29.6,26.6,heater_failure
EVA-0171,140,107,17,35.3,98,-78.6,808,29.6,32.1,heater_failure
EVA-0171,145,112,18,35.3,98,-79.1,758,29.6,32.8,heater_failure
EVA-0171,150,107,16,35.2,98,-78.8,796,29.6,32.1,heater_failure
EVA-0171,155,113,17,35.4,98,-76.2,896,29.6,30.7,heater_failure
EVA-0171,160,94,16,34.9,97,-80.2,866,29.7,32.1,heater_failure
EVA-0171,165,103,16,35.1,98,-78.2,824,29.6,31.9,heater_failure
EVA-0171,170,96,16,34.8,97,-79.7,956,29.5,33.4,heater_failure
EVA-0171,175,84,13,34.8,98,-78.9,982,29.6,28.0,heater_failure
EVA-0171,180,81,13,34.7,98,-79.7,972,29.6,27.1,heater_failure
EVA-0171,185,81,14,34.6,98,-79.6,948,29.6,27.4,heater_failure
EVA-0172,0,79,19,36.9,99,-66.6,515,29.6,7.3,heater_failure
EVA-0172,5,79,18,36.9,98,-67.0,587,29.6,5.7,heater_failure
EVA-0172,10,85,19,36.9,98,-65.4,519,29.6,8.5,heater_failure
EVA-0172,15,81,19,36.8,99,-64.8,528,29.7,8.8,heater_failure
EVA-0172,20,81,19,36.8,98,-66.0,572,29.7,8.6,heater_failure
EVA-0172,25,84,20,36.7,98,-68.2,627,29.6,10.7,heater_failure
EVA-0172,30,85,19,36.8,98,-69.5,612,29.6,8.8,heater_failure
EVA-0172,35,84,21,36.9,98,-69.3,582,29.6,9.9,heater_failure
EVA-0172,40,87,21,36.8,99,-69.1,665,29.6,11.7,heater_failure
EVA-0172,45,87,21,36.8,99,-69.8,648,29.6,12.0,heater_failure
EVA-0172,50,90,21,36.7,99,-71.4,688,29.6,13.5,heater_failure
EVA-0172,55,94,20,36.7,98,-69.0,609,29.6,12.9,heater_failure
EVA-0172,60,87,19,36.8,98,-69.4,721,29.6,9.6,heater_failure
EVA-0172,65,89,21,36.7,98,-69.1,736,29.6,13.6,heater_failure
EVA-0172,70,85,20,36.4,98,-73.7,713,29.6,14.7,heater_failure
EVA-0172,75,86,20,36.5,98,-73.0,702,29.6,14.9,heater_failure
EVA-0172,80,84,21,36.5,98,-72.0,710,29.5,15.1,heater_failure
EVA-0172,85,89,19,36.4,98,-72.6,711,29.6,14.4,heater_failure
EVA-0172,90,90,21,36.4,98,-73.3,642,29.6,16.8,heater_failure
EVA-0172,95,87,19,36.3,98,-74.0,684,29.7,16.0,heater_failure
EVA-0172,100,89,20,36.2,99,-74.3,714,29.7,17.9,heater_failure
EVA-0172,105,88,20,36.4,99,-70.8,680,29.6,15.5,heater_failure
EVA-0172,110,91,19,36.2,99,-75.1,799,29.6,18.5,heater_failure
EVA-0172,115,98,19,36.2,98,-75.3,765,29.5,19.4,heater_failure
EVA-0172,120,93,20,36.2,98,-74.8,830,29.7,19.1,heater_failure
EVA-0172,125,89,21,36.3,98,-73.2,793,29.6,17.9,heater_failure
EVA-0172,130,95,21,36.1,98,-73.7,703,29.6,21.4,heater_failure
EVA-0172,135,97,21,36.1,98,-72.7,832,29.5,21.9,heater_failure
EVA-0172,140,96,20,36.0,98,-73.9,761,29.6,21.7,heater_failure
EVA-0172,145,96,21,36.1,98,-72.8,850,29.7,21.6,heater_failure
EVA-0172,150,98,21,36.1,99,-72.6,865,29.6,22.4,heater_failure
EVA-0172,155,96,21,36.2,98,-70.6,865,29.6,20.7,heater_failure
EVA-0172,160,98,21,36.3,98,-70.1,861,29.6,20.2,heater_failure
EVA-0172,165,103,21,36.1,98,-72.1,840,29.6,22.4,heater_failure
EVA-0172,170,95,21,36.2,99,-70.5,827,29.6,20.4,heater_failure
EVA-0172,175,104,22,36.1,98,-71.0,920,29.6,23.3,heater_failure
EVA-0172,180,99,21,36.1,98,-69.9,856,29.6,22.4,heater_failure
EVA-0172,185,97,22,36.2,98,-69.9,834,29.6,22.4,heater_failure
EVA-0172,190,97,20,36.3,98,-69.1,879,29.6,19.5,heater_failure
EVA-0172,195,99,20,36.3,98,-68.5,918,29.6,19.4,heater_failure
EVA-0172,200,90,21,36.2,98,-68.6,925,29.6,19.2,heater_failure
EVA-0172,205,91,19,36.2,98,-68.4,833,29.6,17.6,heater_failure
EVA-0172,210,87,21,36.3,99,-66.9,939,29.6,17.6,heater_failure
EVA-0172,215,90,19,36.2,98,-67.8,929,29.6,17.5,heater_failure
EVA-0172,220,91,19,36.1,98,-67.8,890,29.6,18.6,heater_failure
EVA-0172,225,95,19,36.1,99,-68.5,876,29.6,20.2,heater_failure
EVA-0172,230,79,18,36.4,99,-65.6,986,29.6,12.3,heater_failure
EVA-0172,235,80,17,36.4,98,-64.8,998,29.6,11.4,heater_failure
EVA-0172,240,84,17,36.1,98,-67.2,1007,29.6,15.8,heater_failure
EVA-0172,245,86,19,36.3,99,-65.4,886,29.6,15.6,heater_failure
EVA-0172,250,74,18,36.5,98,-63.3,943,29.6,9.4,heater_failure
EVA-0172,255,76,18,36.3,99,-63.9,963,29.6,11.9,heater_failure
EVA-0172,260,75,18,36.5,99,-63.2,1035,29.6,9.4,heater_failure
EVA-0172,265,73,18,36.6,98,-61.8,1012,29.5,8.1,heater_failure
EVA-0172,270,75,17,36.5,99,-62.6,973,29.6,9.1,heater_failure
EVA-0173,0,90,18,37.1,99,-33.4,568,29.6,7.8,nominal
EVA-0173,5,89,18,37.1,99,-34.7,633,29.6,7.0,nominal
EVA-0173,10,95,18,37.2,99,-35.5,692,29.6,10.0,nominal
EVA-0173,15,98,19,37.1,99,-36.2,655,29.6,10.3,nominal
EVA-0173,20,91,18,37.2,99,-38.7,610,29.5,9.3,nominal
EVA-0173,25,96,19,37.2,98,-40.9,765,29.6,11.1,nominal
EVA-0173,30,104,19,37.2,99,-40.7,653,29.7,12.5,nominal
EVA-0173,35,101,19,37.2,99,-43.3,724,29.6,12.2,nominal
EVA-0173,40,98,20,37.2,99,-48.5,754,29.6,12.4,nominal
EVA-0173,45,105,20,37.3,98,-48.7,746,29.7,14.8,nominal
EVA-0173,50,95,20,37.2,99,-53.1,726,29.6,11.9,nominal
EVA-0173,55,106,20,37.2,99,-53.4,664,29.6,14.1,nominal
EVA-0173,60,103,21,37.1,99,-57.3,809,29.6,13.7,nominal
EVA-0173,65,111,23,37.3,99,-58.3,713,29.6,18.5,nominal
EVA-0173,70,111,22,37.2,99,-58.7,819,29.6,17.6,nominal
EVA-0173,75,110,21,37.2,99,-61.7,835,29.6,15.9,nominal
EVA-0173,80,112,21,37.2,99,-64.0,740,29.7,16.8,nominal
EVA-0173,85,109,21,37.3,99,-65.0,749,29.6,15.9,nominal
EVA-0173,90,109,22,37.3,98,-66.6,797,29.6,17.7,nominal
EVA-0173,95,112,22,37.3,98,-66.0,866,29.6,18.1,nominal
EVA-0173,100,111,22,37.3,99,-66.0,807,29.6,18.3,nominal
EVA-0173,105,107,20,37.3,99,-68.4,848,29.6,16.4,nominal
EVA-0173,110,107,21,37.2,98,-67.5,831,29.6,15.1,nominal
EVA-0173,115,106,21,37.2,99,-69.8,899,29.6,15.6,nominal
EVA-0173,120,104,21,37.3,99,-69.3,845,29.6,15.1,nominal
EVA-0173,125,102,19,37.2,99,-67.0,850,29.6,13.1,nominal
EVA-0173,130,95,18,37.2,99,-69.1,846,29.6,10.8,nominal
EVA-0173,135,100,19,37.1,99,-67.1,855,29.6,11.2,nominal
EVA-0173,140,93,18,37.2,99,-68.6,960,29.6,9.7,nominal
EVA-0173,145,90,18,37.1,98,-66.9,906,29.6,8.2,nominal
EVA-0173,150,94,18,37.2,98,-66.8,889,29.5,9.5,nominal
EVA-0173,155,91,18,37.2,99,-64.5,866,29.6,8.8,nominal
EVA-0173,160,92,18,37.1,99,-62.9,939,29.7,8.5,nominal
EVA-0173,165,89,17,37.1,98,-60.7,924,29.6,6.6,nominal
EVA-0173,170,89,18,37.1,99,-60.7,925,29.6,7.3,nominal
EVA-0173,175,89,17,37.1,98,-58.4,946,29.6,7.4,nominal
EVA-0173,180,87,18,37.1,99,-54.9,996,29.6,7.4,nominal
EVA-0173,185,91,17,36.9,99,-55.8,948,29.6,7.0,nominal
EVA-0173,190,82,17,37.1,99,-55.2,996,29.6,5.2,nominal
EVA-0173,195,86,16,37.1,99,-51.0,1059,29.6,5.0,nominal
EVA-0173,200,84,16,37.0,99,-47.3,1004,29.5,4.3,nominal
EVA-0173,205,82,16,37.1,99,-45.8,991,29.5,4.4,nominal
EVA-0173,210,83,17,37.0,99,-45.0,1096,29.6,4.7,nominal
EVA-0173,215,82,16,37.0,99,-41.7,1055,29.6,3.8,nominal
EVA-0174,0,78,15,37.0,98,-40.2,665,29.6,1.5,nominal
EVA-0174,5,87,15,37.0,99,-38.4,714,29.7,3.6,nominal
EVA-0174,10,91,16,37.1,98,-43.0,568,29.6,6.7,nominal
EVA-0174,15,86,16,37.2,98,-44.2,714,29.6,5.4,nominal
EVA-0174,20,99,17,37.1,98,-44.1,700,29.6,9.1,nominal
EVA-0174,25,95,16,37.1,99,-45.6,701,29.6,7.2,nominal
EVA-0174,30,94,18,37.0,98,-46.6,715,29.6,7.1,nominal
EVA-0174,35,98,18,37.1,98,-46.1,701,29.5,8.7,nominal
EVA-0174,40,95,17,37.1,98,-46.8,672,29.6,7.9,nominal
EVA-0174,45,93,17,37.1,98,-50.4,687,29.6,8.4,nominal
EVA-0174,50,99,19,37.2,98,-48.2,753,29.6,12.0,nominal
EVA-0174,55,99,18,37.3,98,-52.5,819,29.5,12.5,nominal
EVA-0174,60,100,19,37.3,98,-52.5,818,29.6,12.3,nominal
EVA-0174,65,103,19,37.2,98,-49.5,786,29.6,13.6,nominal
EVA-0174,70,104,19,37.2,98,-52.7,762,29.5,13.4,nominal
EVA-0174,75,105,19,37.2,98,-54.5,885,29.6,13.5,nominal
EVA-0174,80,109,19,37.1,98,-53.9,831,29.7,12.7,nominal
EVA-0174,85,108,21,37.2,99,-53.8,835,29.6,14.9,nominal
EVA-0174,90,107,19,37.2,98,-54.6,756,29.6,13.7,nominal
EVA-0174,95,102,21,37.3,98,-53.7,836,29.6,16.0,nominal
EVA-0174,100,105,20,37.2,98,-56.4,777,29.6,14.5,nominal
EVA-0174,105,103,19,37.1,98,-56.2,934,29.5,11.4,nominal
EVA-0174,110,101,19,37.2,98,-56.5,811,29.7,12.1,nominal
EVA-0174,115,106,19,37.2,99,-56.3,829,29.6,13.0,nominal
EVA-0174,120,101,19,37.2,98,-55.0,836,29.6,12.4,nominal
EVA-0174,125,108,19,37.2,98,-56.0,856,29.6,14.1,nominal
EVA-0174,130,105,20,37.2,98,-54.0,911,29.5,14.2,nominal
EVA-0174,135,103,18,37.3,98,-53.2,889,29.6,12.1,nominal
EVA-0174,140,111,19,37.3,98,-54.9,899,29.6,15.0,nominal
EVA-0174,145,104,19,37.2,99,-53.5,938,29.6,12.7,nominal
EVA-0174,150,105,19,37.2,99,-52.7,845,29.5,12.8,nominal
EVA-0174,155,105,18,37.2,99,-51.6,955,29.6,11.8,nominal
EVA-0174,160,107,20,37.3,98,-50.7,935,29.6,15.1,nominal
EVA-0174,165,109,19,37.2,98,-48.5,906,29.6,13.8,nominal
EVA-0174,170,104,18,37.1,98,-47.5,951,29.6,11.2,nominal
EVA-0174,175,103,19,37.2,98,-48.6,959,29.5,13.5,nominal
EVA-0174,180,104,20,37.2,98,-45.8,844,29.5,14.1,nominal
EVA-0174,185,101,18,37.2,99,-43.9,1032,29.6,10.9,nominal
EVA-0174,190,106,18,37.3,98,-43.0,1032,29.5,13.2,nominal
EVA-0174,195,99,17,37.1,99,-43.0,927,29.6,9.5,nominal
EVA-0174,200,99,18,37.2,98,-42.2,960,29.6,11.2,nominal
EVA-0174,205,95,18,37.0,99,-42.7,1063,29.5,8.1,nominal
EVA-0174,210,97,18,37.1,98,-40.3,1040,29.5,9.5,nominal
EVA-0174,215,96,17,37.1,98,-40.5,1036,29.5,7.9,nominal
EVA-0174,220,96,16,37.1,98,-36.1,1046,29.6,7.3,nominal
EVA-0174,225,93,17,37.1,98,-36.7,1051,29.6,7.7,nominal
EVA-0174,230,92,17,37.0,98,-35.4,995,29.6,6.5,nominal
EVA-0174,235,88,17,37.1,98,-34.9,1025,29.6,6.5,nominal
EVA-0174,240,93,17,37.1,98,-34.8,1103,29.6,7.1,nominal
EVA-0174,245,88,15,37.2,98,-31.3,1096,29.6,7.3,nominal
EVA-0174,250,86,17,37.1,98,-30.6,1088,29.5,5.4,nominal
EVA-0174,255,96,15,37.1,98,-29.2,1054,29.6,5.9,nominal
EVA-0174,260,85,16,37.1,98,-31.6,1135,29.6,5.0,nominal
EVA-0175,0,88,17,37.0,98,-63.5,707,29.7,5.8,seal_leak
EVA-0175,5,93,20,37.0,98,-65.1,832,29.6,9.5,seal_leak
EVA-0175,10,88,19,37.0,98,-64.5,788,29.6,7.1,seal_leak
EVA-0175,15,94,18,37.0,98,-64.3,878,29.6,8.2,seal_leak
EVA-0175,20,92,20,37.0,98,-63.5,826,29.7,9.3,seal_leak
EVA-0175,25,106,20,37.1,98,-68.7,763,29.6,12.3,seal_leak
EVA-0175,30,104,21,37.0,98,-68.5,820,29.5,13.2,seal_leak
EVA-0175,35,103,21,37.2,98,-71.4,883,29.6,13.8,seal_leak
EVA-0175,40,104,21,37.1,98,-69.0,825,29.6,14.2,seal_leak
EVA-0175,45,99,22,37.1,98,-72.2,851,29.5,13.7,seal_leak
EVA-0175,50,107,20,37.1,98,-71.0,893,29.6,12.5,seal_leak
EVA-0175,55,98,20,37.2,98,-70.5,731,29.5,13.3,seal_leak
EVA-0175,60,106,20,37.1,98,-73.1,867,29.6,13.1,seal_leak
EVA-0175,65,107,22,37.1,98,-74.4,894,29.5,14.6,seal_leak
EVA-0175,70,106,22,37.2,98,-72.4,800,29.5,15.2,seal_leak
EVA-0175,75,109,23,37.1,98,-73.7,877,29.4,16.0,seal_leak
EVA-0175,80,105,22,37.1,98,-76.5,830,29.3,15.4,seal_leak
EVA-0175,85,112,21,37.0,97,-75.6,757,29.1,16.2,seal_leak
EVA-0175,90,108,22,37.0,97,-77.3,861,29.0,16.7,seal_leak
EVA-0175,95,110,21,37.0,97,-75.5,825,28.9,16.8,seal_leak
EVA-0175,100,107,22,37.0,97,-77.1,821,28.8,16.6,seal_leak
EVA-0175,105,110,21,36.9,97,-75.9,848,28.6,18.3,seal_leak
EVA-0175,110,107,22,36.9,96,-79.3,781,28.5,19.3,seal_leak
EVA-0175,115,115,22,37.0,96,-78.4,848,28.3,21.0,seal_leak
EVA-0175,120,115,23,37.0,96,-79.0,779,28.1,22.2,seal_leak
EVA-0175,125,114,23,36.8,95,-79.1,871,28.0,25.9,seal_leak
EVA-0175,130,118,23,36.9,95,-80.4,853,27.8,24.9,seal_leak
EVA-0175,135,127,23,36.9,95,-82.8,865,27.7,27.6,seal_leak
EVA-0175,140,115,23,36.9,94,-79.5,821,27.4,27.6,seal_leak
EVA-0175,145,118,23,36.8,94,-80.5,784,27.2,29.5,seal_leak
EVA-0175,150,115,23,36.8,94,-81.8,770,27.1,28.5,seal_leak
EVA-0175,155,117,24,36.8,94,-81.6,765,26.9,31.6,seal_leak
EVA-0175,160,120,24,36.7,93,-82.6,783,26.6,33.8,seal_leak
EVA-0175,165,124,24,36.7,93,-83.6,761,26.4,35.8,seal_leak
EVA-0175,170,122,24,36.7,93,-80.2,793,26.2,35.9,seal_leak
EVA-0175,175,125,25,36.7,92,-80.9,750,26.0,38.5,seal_leak
EVA-0175,180,115,25,36.6,92,-83.2,752,25.8,39.6,seal_leak
EVA-0175,185,125,25,36.7,92,-78.6,757,25.5,40.4,seal_leak
EVA-0175,190,121,24,36.6,91,-83.0,739,25.3,42.4,seal_leak
EVA-0175,195,122,23,36.5,91,-80.7,749,25.0,43.0,seal_leak
EVA-0175,200,121,24,36.5,91,-81.5,775,24.8,43.2,seal_leak
EVA-0175,205,120,23,36.4,90,-83.0,723,24.5,46.3,seal_leak
EVA-0175,210,122,23,36.4,89,-80.9,708,24.3,48.8,seal_leak
EVA-0175,215,120,24,36.3,89,-81.4,735,24.0,50.3,seal_leak
EVA-0175,220,121,24,36.2,89,-81.8,700,23.8,53.4,seal_leak
EVA-0175,225,123,23,36.3,88,-79.2,771,23.5,53.6,seal_leak
EVA-0175,230,123,24,36.2,88,-79.8,704,23.2,55.8,seal_leak
EVA-0175,235,123,24,36.2,87,-79.4,720,22.9,57.3,seal_leak
EVA-0175,240,129,24,36.2,87,-80.2,726,22.6,59.7,seal_leak
EVA-0175,245,129,24,36.1,86,-79.2,671,22.4,62.3,seal_leak
EVA-0175,250,136,25,36.1,86,-79.3,677,22.1,66.9,seal_leak
EVA-0175,255,131,26,36.0,85,-78.3,677,21.9,68.5,seal_leak
EVA-0175,260,142,25,35.9,85,-79.7,710,21.5,71.3,seal_leak
EVA-0175,265,141,25,35.9,84,-81.0,731,21.2,71.6,seal_leak
EVA-0175,270,143,27,35.9,84,-76.0,724,20.9,73.5,seal_leak
EVA-0175,275,146,26,35.9,83,-77.2,702,20.6,73.5,seal_leak
EVA-0175,280,143,26,35.9,83,-76.0,630,20.3,72.4,seal_leak
EVA-0175,285,152,27,35.9,82,-77.0,632,20.0,76.0,seal_leak
EVA-0175,290,153,28,35.8,82,-75.9,682,19.7,79.0,seal_leak
EVA-0176,0,93,15,37.2,98,-76.3,821,29.6,6.7,heater_failure
EVA-0176,5,89,15,37.1,98,-76.7,830,29.6,4.8,heater_failure
EVA-0176,10,93,15,37.2,98,-78.2,798,29.6,7.2,heater_failure
EVA-0176,15,94,15,37.0,98,-79.0,784,29.6,4.7,heater_failure
EVA-0176,20,101,18,37.0,98,-78.3,886,29.6,10.0,heater_failure
EVA-0176,25,100,16,37.0,98,-78.3,823,29.6,7.1,heater_failure
EVA-0176,30,105,17,36.9,98,-79.8,856,29.7,9.4,heater_failure
EVA-0176,35,110,18,36.9,98,-79.6,782,29.6,12.2,heater_failure
EVA-0176,40,113,18,37.1,98,-75.7,844,29.6,12.2,heater_failure
EVA-0176,45,110,19,36.9,98,-79.7,905,29.6,13.2,heater_failure
EVA-0176,50,115,20,36.8,98,-78.2,804,29.6,15.4,heater_failure
EVA-0176,55,113,18,36.7,98,-79.7,873,29.6,14.7,heater_failure
EVA-0176,60,117,19,36.7,98,-79.1,903,29.6,17.7,heater_failure
EVA-0176,65,119,20,36.7,98,-79.8,958,29.6,18.2,heater_failure
EVA-0176,70,120,19,36.7,98,-79.6,947,29.7,17.4,heater_failure
EVA-0176,75,118,19,36.7,98,-77.5,989,29.6,17.0,heater_failure
EVA-0176,80,126,20,36.7,98,-77.4,960,29.6,20.1,heater_failure
EVA-0176,85,123,22,36.7,98,-75.5,972,29.5,20.4,heater_failure
EVA-0176,90,122,19,36.5,98,-77.3,899,29.6,21.0,heater_failure
EVA-0176,95,119,20,36.5,98,-76.8,907,29.6,20.4,heater_failure
EVA-0176,100,122,22,36.5,98,-76.7,1036,29.6,22.7,heater_failure
EVA-0176,105,117,21,36.4,98,-77.4,950,29.6,22.7,heater_failure
EVA-0176,110,124,19,36.5,98,-75.2,956,29.6,20.5,heater_failure
EVA-0176,115,125,20,36.4,98,-75.7,886,29.6,24.0,heater_failure
EVA-0176,120,124,20,36.2,98,-76.8,1047,29.6,25.2,heater_failure
EVA-0176,125,122,21,36.4,98,-73.3,958,29.6,22.4,heater_failure
EVA-0176,130,126,21,36.3,98,-74.9,981,29.6,25.3,heater_failure
EVA-0176,135,119,20,36.4,98,-73.5,1077,29.6,23.7,heater_failure
EVA-0176,140,123,20,36.3,98,-73.0,938,29.6,24.3,heater_failure
EVA-0176,145,119,18,36.4,98,-72.8,1108,29.6,20.3,heater_failure
EVA-0176,150,119,18,36.2,98,-73.9,1019,29.6,22.5,heater_failure
EVA-0176,155,114,18,36.4,98,-70.7,1059,29.6,19.3,heater_failure
EVA-0176,160,121,19,36.1,98,-72.9,1040,29.7,24.7,heater_failure
EVA-0176,165,121,18,35.9,98,-74.7,1025,29.7,26.3,heater_failure
EVA-0176,170,116,18,36.3,98,-70.4,1060,29.6,19.8,heater_failure
EVA-0176,175,110,19,36.3,98,-70.2,1067,29.5,20.1,heater_failure
EVA-0176,180,119,18,36.0,98,-72.4,1058,29.6,24.6,heater_failure
EVA-0176,185,107,18,36.2,98,-70.8,1193,29.6,20.8,heater_failure
EVA-0176,190,111,18,36.2,98,-69.3,1089,29.6,20.1,heater_failure
EVA-0176,195,107,17,36.1,97,-68.8,1057,29.6,21.5,heater_failure
EVA-0176,200,107,16,36.1,98,-69.7,1059,29.5,18.6,heater_failure
EVA-0176,205,109,17,36.2,98,-69.4,1181,29.6,19.9,heater_failure
EVA-0176,210,108,17,36.1,98,-69.5,1093,29.6,20.4,heater_failure
EVA-0176,215,108,16,36.0,98,-70.5,1172,29.5,21.8,heater_failure
EVA-0176,220,117,17,35.7,98,-71.7,1279,29.6,26.4,heater_failure
EVA-0177,0,84,17,37.0,98,-58.8,699,29.6,4.8,scrubber_exhaustion
EVA-0177,5,87,17,37.0,98,-61.8,693,29.6,5.3,scrubber_exhaustion
EVA-0177,10,88,16,37.1,98,-60.3,605,29.7,5.8,scrubber_exhaustion
EVA-0177,15,92,17,37.0,98,-62.0,645,29.6,6.1,scrubber_exhaustion
EVA-0177,20,82,17,37.0,98,-64.4,737,29.6,4.7,scrubber_exhaustion
EVA-0177,25,88,17,37.1,99,-64.7,750,29.6,7.0,scrubber_exhaustion
EVA-0177,30,96,18,37.0,98,-64.7,760,29.6,7.8,scrubber_exhaustion
EVA-0177,35,88,17,37.1,98,-68.8,748,29.5,6.6,scrubber_exhaustion
EVA-0177,40,89,17,36.9,99,-69.8,702,29.6,6.4,scrubber_exhaustion
EVA-0177,45,96,17,37.0,99,-69.1,717,29.6,7.4,scrubber_exhaustion
EVA-0177,50,95,18,37.0,98,-72.0,675,29.5,7.7,scrubber_exhaustion
EVA-0177,55,95,20,37.0,99,-73.1,783,29.6,9.4,scrubber_exhaustion
EVA-0177,60,97,18,37.1,98,-74.0,871,29.5,8.9,scrubber_exhaustion
EVA-0177,65,96,18,37.1,98,-72.6,788,29.6,8.3,scrubber_exhaustion
EVA-0177,70,95,18,37.0,98,-75.9,765,29.6,7.8,scrubber_exhaustion
EVA-0177,75,96,18,37.1,99,-74.5,808,29.6,9.5,scrubber_exhaustion
EVA-0177,80,100,19,37.1,99,-78.7,808,29.6,10.8,scrubber_exhaustion
EVA-0177,85,104,20,37.1,98,-74.5,743,29.6,12.7,scrubber_exhaustion
EVA-0177,90,102,19,37.0,98,-74.8,840,29.6,9.9,scrubber_exhaustion
EVA-0177,95,105,19,37.2,99,-76.0,831,29.6,12.5,scrubber_exhaustion
EVA-0177,100,97,17,37.1,98,-74.6,835,29.7,7.8,scrubber_exhaustion
EVA-0177,105,92,17,37.1,99,-75.2,939,29.6,7.5,scrubber_exhaustion
EVA-0177,110,96,19,37.1,98,-77.2,853,29.6,10.1,scrubber_exhaustion
EVA-0177,115,102,18,37.1,98,-77.4,946,29.6,9.8,scrubber_exhaustion
EVA-0177,120,95,19,37.1,98,-75.2,834,29.6,10.5,scrubber_exhaustion
EVA-0177,125,91,18,37.1,99,-75.3,811,29.6,7.3,scrubber_exhaustion
EVA-0177,130,96,18,37.1,98,-76.3,850,29.5,8.7,scrubber_exhaustion
EVA-0177,135,92,19,37.1,98,-77.8,946,29.6,8.7,scrubber_exhaustion
EVA-0177,140,100,18,37.1,98,-74.3,876,29.6,10.4,scrubber_exhaustion
EVA-0177,145,96,17,37.1,98,-74.9,878,29.7,8.4,scrubber_exhaustion
EVA-0177,150,95,20,37.0,98,-74.6,1007,29.7,9.4,scrubber_exhaustion
EVA-0177,155,92,17,37.0,98,-77.4,1042,29.6,6.1,scrubber_exhaustion
EVA-0177,160,98,20,37.1,98,-72.7,1171,29.6,10.4,scrubber_exhaustion
EVA-0177,165,97,18,37.2,98,-72.7,1220,29.6,10.7,scrubber_exhaustion
EVA-0177,170,99,17,37.1,98,-72.6,1333,29.6,9.4,scrubber_exhaustion
EVA-0177,175,98,19,37.1,98,-72.1,1593,29.6,9.7,scrubber_exhaustion
EVA-0177,180,98,19,37.1,99,-70.1,1644,29.6,10.1,scrubber_exhaustion
EVA-0177,185,104,19,37.1,98,-68.8,1827,29.6,12.5,scrubber_exhaustion
EVA-0177,190,100,20,37.2,98,-68.9,2090,29.6,13.0,scrubber_exhaustion
EVA-0177,195,100,21,37.2,98,-66.7,2168,29.5,14.0,scrubber_exhaustion
EVA-0177,200,100,22,37.2,98,-67.7,2571,29.6,14.8,scrubber_exhaustion
EVA-0177,205,99,21,37.3,98,-66.0,2884,29.6,14.7,scrubber_exhaustion
EVA-0177,210,102,21,37.3,98,-63.3,3129,29.6,16.3,scrubber_exhaustion
EVA-0177,215,100,21,37.2,98,-63.4,3351,29.6,14.9,scrubber_exhaustion
EVA-0177,220,107,22,37.3,97,-59.7,3694,29.5,18.8,scrubber_exhaustion
EVA-0177,225,108,23,37.3,98,-60.2,4079,29.6,18.7,scrubber_exhaustion
EVA-0177,230,109,23,37.3,97,-60.6,4465,29.6,20.6,scrubber_exhaustion
EVA-0177,235,111,27,37.4,98,-59.9,4914,29.6,24.1,scrubber_exhaustion
EVA-0177,240,108,26,37.5,98,-55.7,5327,29.6,23.6,scrubber_exhaustion
EVA-0177,245,116,27,37.6,98,-56.1,5683,29.6,28.1,scrubber_exhaustion
EVA-0177,250,120,28,37.5,97,-53.0,6127,29.6,30.5,scrubber_exhaustion
EVA-0177,255,123,27,37.6,97,-53.4,6597,29.6,30.4,scrubber_exhaustion
EVA-0177,260,122,31,37.6,97,-51.1,7163,29.6,34.7,scrubber_exhaustion
EVA-0177,265,130,30,37.7,97,-50.5,7708,29.6,36.2,scrubber_exhaustion
EVA-0177,270,136,31,37.9,97,-48.5,8209,29.6,42.0,scrubber_exhaustion
EVA-0177,275,130,33,37.8,97,-46.6,8775,29.6,41.1,scrubber_exhaustion
EVA-0177,280,146,35,38.0,96,-46.2,9462,29.6,50.9,scrubber_exhaustion
EVA-0177,285,147,38,37.9,97,-44.2,10012,29.5,49.0,scrubber_exhaustion
EVA-0177,290,150,38,38.0,96,-45.7,10526,29.7,50.9,scrubber_exhaustion
EVA-0178,0,84,14,37.0,98,-74.3,571,29.6,2.1,seal_leak
EVA-0178,5,82,15,37.1,98,-74.4,550,29.6,3.2,seal_leak
EVA-0178,10,84,14,36.9,98,-74.7,460,29.7,3.0,seal_leak
EVA-0178,15,84,15,37.0,98,-76.6,606,29.5,3.3,seal_leak
EVA-0178,20,84,15,37.0,98,-76.2,692,29.6,3.1,seal_leak
EVA-0178,25,87,13,37.0,97,-77.0,673,29.6,4.4,seal_leak
EVA-0178,30,86,16,37.0,98,-72.2,621,29.5,4.4,seal_leak
EVA-0178,35,94,17,37.0,97,-74.3,647,29.3,8.0,seal_leak
EVA-0178,40,94,16,37.1,97,-67.5,621,29.1,8.7,seal_leak
EVA-0178,45,101,17,36.9,96,-65.9,655,28.6,13.9,seal_leak
EVA-0178,50,107,19,36.9,96,-65.6,620,28.2,18.1,seal_leak
